"STD_NAME","FILTER","POLICY_NAME"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FileSystems_Read_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FileSystems_Write_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FIle_Filesystems_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Inetd_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Inittab_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Passwd_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Profile_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Root_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Syslog_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FS_UsedPct_STEADY_C"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FS_UsedPct_STEADY_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Inodes_UsedPct_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Inodes_UsedPct_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Login_Failure_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkCard_Stat_Down_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkIn_Errors_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkIn_Errors_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkOut_Errors_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkOut_Errors_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Network_Stat_Unkown_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NET_TCP_COUNT_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NET_TCP_STATUS_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NET_TCP_STATUS_W"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_POWER_PATH_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Process_CPUUsedPct_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Process_Cron_Missing_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Process_Syslog_Missing"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_PS_UsedPct_C"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_PS_UsedPct_M"
"AIX OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_PS_UsedPct_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_CPU_Busy_SHAKE_C"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_CPU_Busy_SHAKE_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_CPU_Busy_SHAKE_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_CRONLOG_ERR_C"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Disk_IORESP_UsedPct_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Disk_IORESP_UsedPct_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Disk_IO_UsedPct_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Disk_IO_UsedPct_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FileSystems_Read_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FileSystems_Write_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FIle_Filesystems_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Inetd_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Inittab_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Passwd_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Profile_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Root_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_File_Syslog_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FS_UsedPct_SHAKE_C"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_FS_UsedPct_SHAKE_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Inodes_UsedPct_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Inodes_UsedPct_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Login_Failure_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Mem_UsedPct_SHAKE_C"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Mem_UsedPct_SHAKE_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Mem_UsedPct_SHAKE_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkCard_Stat_Down_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkIn_Errors_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkIn_Errors_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkOut_Errors_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NetworkOut_Errors_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Network_Stat_Unkown_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NET_TCP_COUNT_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NET_TCP_STATUS_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_NET_TCP_STATUS_W"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_POWER_PATH_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Process_CPUUsedPct_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Process_Cron_Missing_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_Process_Syslog_Missing"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_PS_UsedPct_C"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_PS_UsedPct_M"
"AIX OS ITM监控标准(震荡型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'AIX' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE ='UNSTEADY');MO_TYPE=AIX_OS","CEB_AIX_PS_UsedPct_W"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_CPU_Busy_STEADY_C"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_CPU_Busy_STEADY_M"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_CPU_Busy_STEADY_W"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Hardware_SerFound_C"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Hardware_Storage_C"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_LCDisk_UPct_STEADY_C"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_LCDisk_UPct_STEADY_M"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Mem_AvailPct_STEADY_C"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Mem_AvailPct_STEADY_M"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_Mem_AvailPct_STEADY_W"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_NET_TCP_COUNT_M"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_NET_TCP_STATUS_M"
"WINDOWS OS ITM监控标准(平稳型)","SELECT KEYWORD,IP_ADDRESS,APP_NAME FROM ump.UMP_MO_OS where OS_TYPE = 'WINDOWS' and APP_NAME in (SELECT affectsystem FROM ump.APP_INFO where VOLUME_TYPE !='UNSTEADY');MO_TYPE=WINDOWS_OS","CEB_Win_NET_TCP_STATUS_W"
